id,name,customer_id,email,currency,taxes_included,total_price,subtotal_price,total_discounts,total_line_items_price,total_tax,total_shipping_price_set_shop_money_amount,total_weight,financial_status,fulfillment_status,created_at,processed_at,updated_at,cancelled_at,cancel_reason,confirmed,test,buyer_accepts_marketing,source_name,referring_site,landing_site,shipping_address_country,shipping_address_country_code,shipping_address_city,customer_locale,presentment_currency,order_number,_weld_synced
506748,#VIT6748,105812,customer_df12985258@protonmail.com,GBP,True,189.95,184.96,0.0,184.96,30.83,4.99,740,paid,fulfilled,2024-10-08T14:12:46,2024-10-08T14:12:46,2024-10-08T14:20:46,,,True,False,True,web,,/products/vitamin-d3,United Kingdom,GB,Nottingham,en,GBP,7748,2024-10-08T14:12:46
506749,#VIT6749,105813,customer_38f1a98646@protonmail.com,GBP,True,70.96,65.97,0.0,65.97,10.99,4.99,250,paid,fulfilled,2024-10-08T10:17:36,2024-10-08T10:17:36,2024-10-08T10:34:36,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Newcastle,en,GBP,7749,2024-10-08T10:17:36
506750,#VIT6750,105814,customer_e11c34e9a2@hotmail.com,GBP,True,134.98,134.98,0.0,134.98,22.5,0,400,paid,fulfilled,2024-10-08T18:44:05,2024-10-08T18:44:05,2024-10-08T19:04:05,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,London,en,GBP,7750,2024-10-08T18:44:05
506751,#VIT6751,105815,customer_e99329b32b@protonmail.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,100,paid,fulfilled,2024-10-08T18:41:25,2024-10-08T18:41:25,2024-10-08T19:07:25,,,True,False,False,web,https://www.youtube.com/,/products/cbd-gummies,United Kingdom,GB,Birmingham,en,GBP,7751,2024-10-08T18:41:25
506752,#VIT6752,105816,customer_5379437e91@yahoo.co.uk,GBP,True,12.99,12.99,0.0,12.99,2.17,0,60,paid,fulfilled,2024-10-08T15:55:27,2024-10-08T15:55:27,2024-10-08T16:12:27,,,True,False,True,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Edinburgh,en,GBP,7752,2024-10-08T15:55:27
506753,#VIT6753,105817,customer_f3af4fc4e3@hotmail.com,GBP,True,29.99,29.99,0.0,29.99,5.0,0,140,paid,fulfilled,2024-10-08T07:27:28,2024-10-08T07:27:28,2024-10-08T07:42:28,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,London,en,GBP,7753,2024-10-08T07:27:28
506754,#VIT6754,105818,customer_8c615131df@gmail.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,110,paid,fulfilled,2024-10-08T08:46:57,2024-10-08T08:46:57,2024-10-08T09:04:57,,,True,False,True,web,direct,/products/vitamin-d3,United Kingdom,GB,Nottingham,en,GBP,7754,2024-10-08T08:46:57
506755,#VIT6755,105819,customer_de83394a60@icloud.com,GBP,True,79.97,79.97,0.0,79.97,13.33,0,510,paid,fulfilled,2024-10-08T12:38:57,2024-10-08T12:38:57,2024-10-08T12:39:57,,,True,False,True,web,https://www.instagram.com/,/products/collagen,United Kingdom,GB,Manchester,en,GBP,7755,2024-10-08T12:38:57
506756,#VIT6756,105820,customer_3ed3287eb3@hotmail.com,GBP,True,256.95,252.96,0.0,252.96,42.16,3.99,420,paid,fulfilled,2024-10-08T09:55:08,2024-10-08T09:55:08,2024-10-08T10:05:08,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-oil-20,United Kingdom,GB,Leeds,en,GBP,7756,2024-10-08T09:55:08
506757,#VIT6757,105821,customer_42380e91ef@gmail.com,GBP,True,21.98,16.99,0.0,16.99,2.83,4.99,100,paid,fulfilled,2024-10-08T16:22:51,2024-10-08T16:22:51,2024-10-08T16:44:51,,,True,False,True,web,https://www.facebook.com/,/products/vitamin-d3,United Kingdom,GB,Cambridge,en,GBP,7757,2024-10-08T16:22:51
506758,#VIT6758,105822,customer_7e4a111939@protonmail.com,GBP,True,69.99,69.99,0.0,69.99,11.66,0,120,paid,fulfilled,2024-10-08T22:48:13,2024-10-08T22:48:13,2024-10-08T23:02:13,,,True,False,False,web,https://www.youtube.com/,/products/cbd-oil-10,United Kingdom,GB,Brighton,en,GBP,7758,2024-10-08T22:48:13
506759,#VIT6759,105823,customer_763a42da6c@icloud.com,GBP,True,109.99,109.99,0.0,109.99,18.33,0,120,paid,fulfilled,2024-10-08T11:05:59,2024-10-08T11:05:59,2024-10-08T11:15:59,,,True,False,True,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Cambridge,en,GBP,7759,2024-10-08T11:05:59
506760,#VIT6760,105824,customer_3ab94c19f1@gmail.com,GBP,True,29.99,29.99,0.0,29.99,5.0,0,140,paid,fulfilled,2024-10-08T12:40:47,2024-10-08T12:40:47,2024-10-08T13:04:47,,,True,False,False,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Cambridge,en,GBP,7760,2024-10-08T12:40:47
506761,#VIT6761,105825,customer_e0ca53932b@yahoo.co.uk,GBP,True,39.98,39.98,0.0,39.98,6.66,0,360,paid,fulfilled,2024-10-08T12:55:12,2024-10-08T12:55:12,2024-10-08T12:59:12,,,True,False,False,web,https://www.instagram.com/,/products/ashwagandha,United Kingdom,GB,Newcastle,en,GBP,7761,2024-10-08T12:55:12
506762,#VIT6762,105826,customer_7887df8a0b@gmail.com,GBP,True,29.99,29.99,0.0,29.99,5.0,0,50,paid,fulfilled,2024-10-08T16:29:04,2024-10-08T16:29:04,2024-10-08T16:32:04,,,True,False,False,web,direct,/products/cbd-oil-20,United Kingdom,GB,Brighton,en,GBP,7762,2024-10-08T16:29:04
506763,#VIT6763,105827,customer_a81cad6cb8@mail.com,GBP,True,179.96,175.97,44.0,219.97,29.33,3.99,520,paid,fulfilled,2024-10-08T08:17:06,2024-10-08T08:17:06,2024-10-08T08:27:06,,,True,False,True,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Cardiff,en,GBP,7763,2024-10-08T08:17:06
506764,#VIT6764,105828,customer_6a71825dbf@outlook.com,GBP,True,19.98,14.99,0.0,14.99,2.5,4.99,80,paid,fulfilled,2024-10-08T11:21:45,2024-10-08T11:21:45,2024-10-08T11:37:45,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Birmingham,en,GBP,7764,2024-10-08T11:21:45
506765,#VIT6765,105829,customer_cd5f0745f1@mail.com,GBP,True,9.74,9.74,3.25,12.99,1.62,0,60,paid,fulfilled,2024-10-08T07:58:40,2024-10-08T07:58:40,2024-10-08T08:22:40,,,True,False,True,web,https://www.youtube.com/,/products/ashwagandha,United Kingdom,GB,Leeds,en,GBP,7765,2024-10-08T07:58:40
506766,#VIT6766,105830,customer_c8ff7ad4fb@outlook.com,GBP,True,33.98,33.98,6.0,39.98,5.66,0,110,paid,fulfilled,2024-10-08T12:43:09,2024-10-08T12:43:09,2024-10-08T13:08:09,,,True,False,False,web,https://www.facebook.com/,/products/vitamin-d3,United Kingdom,GB,Liverpool,en,GBP,7766,2024-10-08T12:43:09
506767,#VIT6767,105831,customer_e4555f7aea@icloud.com,GBP,True,139.98,139.98,0.0,139.98,23.33,0,170,paid,fulfilled,2024-10-08T08:44:16,2024-10-08T08:44:16,2024-10-08T09:09:16,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Manchester,en,GBP,7767,2024-10-08T08:44:16
506768,#VIT6768,105832,customer_47343047c5@gmail.com,GBP,True,18.99,18.99,0.0,18.99,3.16,0,80,paid,fulfilled,2024-10-08T19:30:56,2024-10-08T19:30:56,2024-10-08T19:46:56,,,True,False,False,web,https://www.tiktok.com/,/products/collagen,United Kingdom,GB,Manchester,en,GBP,7768,2024-10-08T19:30:56
506769,#VIT6769,105833,customer_4b9d5cf9d2@outlook.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,110,paid,fulfilled,2024-10-08T20:13:51,2024-10-08T20:13:51,2024-10-08T20:30:51,,,True,False,False,web,https://www.instagram.com/,/products/sleep-support,United Kingdom,GB,Nottingham,en,GBP,7769,2024-10-08T20:13:51
506770,#VIT6770,105834,customer_ae3d760f7f@yahoo.co.uk,GBP,True,139.98,139.98,0.0,139.98,23.33,0,240,paid,fulfilled,2024-10-08T23:38:50,2024-10-08T23:38:50,2024-10-08T23:54:50,,,True,False,False,web,https://www.facebook.com/,/products/vitamin-d3,United Kingdom,GB,Oxford,en,GBP,7770,2024-10-08T23:38:50
506771,#VIT6771,105835,customer_ab2cb04c51@outlook.com,GBP,True,73.98,69.99,0.0,69.99,11.66,3.99,120,paid,fulfilled,2024-10-08T11:04:58,2024-10-08T11:04:58,2024-10-08T11:28:58,,,True,False,False,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Sheffield,en,GBP,7771,2024-10-08T11:04:58
506772,#VIT6772,105836,customer_5bf2fd1d61@yahoo.co.uk,GBP,True,26.99,26.99,3.0,29.99,4.5,0,140,paid,fulfilled,2024-10-08T18:34:39,2024-10-08T18:34:39,2024-10-08T18:37:39,,,True,False,False,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Oxford,en,GBP,7772,2024-10-08T18:34:39
506773,#VIT6773,105837,customer_17fa0a9285@protonmail.com,GBP,True,27.99,27.99,0.0,27.99,4.66,0,180,paid,fulfilled,2024-10-08T19:04:47,2024-10-08T19:04:47,2024-10-08T19:30:47,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Birmingham,en,GBP,7773,2024-10-08T19:04:47
506774,#VIT6774,105838,customer_77a09250b8@mail.com,GBP,True,22.94,22.94,4.05,26.99,3.82,0,280,paid,fulfilled,2024-10-08T22:16:00,2024-10-08T22:16:00,2024-10-08T22:44:00,,,True,False,False,web,direct,/products/cbd-oil-10,United Kingdom,GB,Birmingham,en,GBP,7774,2024-10-08T22:16:00
506775,#VIT6775,105839,customer_4f9c357d4f@yahoo.co.uk,GBP,True,61.47,61.47,20.5,81.97,10.24,0,480,paid,fulfilled,2024-10-08T10:29:45,2024-10-08T10:29:45,2024-10-08T10:53:45,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Birmingham,en,GBP,7775,2024-10-08T10:29:45
506776,#VIT6776,105840,customer_221848b438@outlook.com,GBP,True,133.96,129.97,0.0,129.97,21.66,3.99,230,paid,fulfilled,2024-10-08T21:16:04,2024-10-08T21:16:04,2024-10-08T21:34:04,,,True,False,False,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Birmingham,en,GBP,7776,2024-10-08T21:16:04
506777,#VIT6777,105841,customer_3685ed5587@yahoo.co.uk,GBP,True,70.67,65.68,7.3,72.98,10.95,4.99,110,paid,fulfilled,2024-10-08T07:32:19,2024-10-08T07:32:19,2024-10-08T07:54:19,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Bristol,en,GBP,7777,2024-10-08T07:32:19
506778,#VIT6778,105842,customer_50df9daf46@gmail.com,GBP,True,27.98,22.99,0.0,22.99,3.83,4.99,60,paid,fulfilled,2024-10-08T16:50:15,2024-10-08T16:50:15,2024-10-08T17:07:15,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Nottingham,en,GBP,7778,2024-10-08T16:50:15
506779,#VIT6779,105843,customer_bec9df80e5@outlook.com,GBP,True,23.98,19.99,0.0,19.99,3.33,3.99,80,paid,fulfilled,2024-10-08T08:52:00,2024-10-08T08:52:00,2024-10-08T08:53:00,,,True,False,False,web,,/products/collagen,United Kingdom,GB,Manchester,en,GBP,7779,2024-10-08T08:52:00
506780,#VIT6780,105844,customer_59a80c7da4@protonmail.com,GBP,True,62.98,62.98,0.0,62.98,10.5,0,390,paid,fulfilled,2024-10-08T18:02:09,2024-10-08T18:02:09,2024-10-08T18:17:09,,,True,False,True,web,,/products/cbd-oil-10,United Kingdom,GB,London,en,GBP,7780,2024-10-08T18:02:09
506781,#VIT6781,105845,customer_0b5ab8241a@icloud.com,GBP,True,29.99,29.99,0.0,29.99,5.0,0,140,paid,fulfilled,2024-10-08T13:55:47,2024-10-08T13:55:47,2024-10-08T14:09:47,,,True,False,True,web,,/products/cbd-oil-10,United Kingdom,GB,Newcastle,en,GBP,7781,2024-10-08T13:55:47
506782,#VIT6782,105846,customer_73987e7f1e@protonmail.com,GBP,True,64.97,59.98,0.0,59.98,10.0,4.99,280,paid,fulfilled,2024-10-08T07:03:33,2024-10-08T07:03:33,2024-10-08T07:15:33,,,True,False,False,web,,/products/cbd-oil-20,United Kingdom,GB,Sheffield,en,GBP,7782,2024-10-08T07:03:33
506783,#VIT6783,100230,customer_d19bc1f461@gmail.com,GBP,True,42.98,42.98,0.0,42.98,7.16,0,210,paid,fulfilled,2024-10-08T06:26:13,2024-10-08T06:26:13,2024-10-08T06:52:13,,,True,False,False,web,https://www.youtube.com/,/products/cbd-gummies,United Kingdom,GB,Bristol,en,GBP,7783,2024-10-08T06:26:13
506784,#VIT6784,100504,customer_8c2ea064d7@mail.com,GBP,True,13.99,13.99,0.0,13.99,2.33,0,70,paid,fulfilled,2024-10-08T17:12:31,2024-10-08T17:12:31,2024-10-08T17:33:31,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Leeds,en,GBP,7784,2024-10-08T17:12:31
506785,#VIT6785,100526,customer_38aeed88ea@gmail.com,GBP,True,145.96,140.97,0.0,140.97,23.49,4.99,250,paid,fulfilled,2024-10-08T17:28:02,2024-10-08T17:28:02,2024-10-08T17:36:02,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Liverpool,en,GBP,7785,2024-10-08T17:28:02
506786,#VIT6786,100783,customer_0456f3dcf7@icloud.com,GBP,True,91.98,87.99,22.0,109.99,14.66,3.99,120,paid,fulfilled,2024-10-08T19:53:05,2024-10-08T19:53:05,2024-10-08T20:08:05,,,True,False,False,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Edinburgh,en,GBP,7786,2024-10-08T19:53:05
506787,#VIT6787,100793,customer_78d131fc60@protonmail.com,GBP,True,20.13,16.14,2.85,18.99,2.69,3.99,80,paid,fulfilled,2024-10-08T15:42:21,2024-10-08T15:42:21,2024-10-08T15:57:21,,,True,False,False,web,https://www.instagram.com/,/products/ashwagandha,United Kingdom,GB,Sheffield,en,GBP,7787,2024-10-08T15:42:21
506788,#VIT6788,100799,customer_9321f807a3@outlook.com,GBP,True,20.98,16.99,0.0,16.99,2.83,3.99,100,paid,fulfilled,2024-10-08T09:53:57,2024-10-08T09:53:57,2024-10-08T10:19:57,,,True,False,False,web,,/products/collagen,United Kingdom,GB,Liverpool,en,GBP,7788,2024-10-08T09:53:57
506789,#VIT6789,100801,customer_2ba3910cbd@outlook.com,GBP,True,94.96,94.96,0.0,94.96,15.83,0,700,paid,fulfilled,2024-10-08T12:32:52,2024-10-08T12:32:52,2024-10-08T12:50:52,,,True,False,True,web,direct,/products/cbd-gummies,United Kingdom,GB,Glasgow,en,GBP,7789,2024-10-08T12:32:52
506790,#VIT6790,100846,customer_6fe48fd20f@yahoo.co.uk,GBP,True,29.98,24.99,0.0,24.99,4.16,4.99,150,paid,fulfilled,2024-10-08T22:17:54,2024-10-08T22:17:54,2024-10-08T22:44:54,,,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Glasgow,en,GBP,7790,2024-10-08T22:17:54
506791,#VIT6791,101931,customer_7e40de6a4a@gmail.com,GBP,True,16.98,12.99,0.0,12.99,2.17,3.99,60,paid,fulfilled,2024-10-08T20:06:02,2024-10-08T20:06:02,2024-10-08T20:36:02,,,True,False,True,web,https://www.youtube.com/,/products/sleep-support,United Kingdom,GB,Newcastle,en,GBP,7791,2024-10-08T20:06:02
506792,#VIT6792,101933,customer_083dba1e2b@protonmail.com,GBP,True,21.98,16.99,0.0,16.99,2.83,4.99,60,paid,fulfilled,2024-10-08T13:25:10,2024-10-08T13:25:10,2024-10-08T13:49:10,,,True,False,False,web,https://www.youtube.com/,/products/ashwagandha,United Kingdom,GB,Birmingham,en,GBP,7792,2024-10-08T13:25:10
506793,#VIT6793,101989,customer_72558bcd98@icloud.com,GBP,True,8.49,8.49,1.5,9.99,1.42,0,60,paid,fulfilled,2024-10-08T23:46:40,2024-10-08T23:46:40,2024-10-08T23:49:40,,,True,False,True,web,https://www.tiktok.com/,/products/cbd-gummies,United Kingdom,GB,Nottingham,en,GBP,7793,2024-10-08T23:46:40
506794,#VIT6794,102303,customer_f9542140ef@icloud.com,GBP,True,39.99,39.99,0.0,39.99,6.67,0,280,paid,fulfilled,2024-10-08T22:01:33,2024-10-08T22:01:33,2024-10-08T22:04:33,,,True,False,False,web,https://www.instagram.com/,/products/cbd-gummies,United Kingdom,GB,Leeds,en,GBP,7794,2024-10-08T22:01:33
506795,#VIT6795,102414,customer_6288223da5@outlook.com,GBP,True,54.98,49.99,0.0,49.99,8.33,4.99,50,paid,fulfilled,2024-10-08T10:33:53,2024-10-08T10:33:53,2024-10-08T10:52:53,,,True,False,True,web,,/products/vitamin-d3,United Kingdom,GB,Glasgow,en,GBP,7795,2024-10-08T10:33:53
506796,#VIT6796,102563,customer_e63c2bb5ff@gmail.com,GBP,True,43.18,43.18,4.8,47.98,7.2,0,340,paid,fulfilled,2024-10-08T07:42:54,2024-10-08T07:42:54,2024-10-08T08:03:54,,,True,False,False,web,https://www.youtube.com/,/products/ashwagandha,United Kingdom,GB,Edinburgh,en,GBP,7796,2024-10-08T07:42:54
506797,#VIT6797,102588,customer_3af129fbb6@mail.com,GBP,True,25.48,25.48,4.5,29.98,4.25,0,160,paid,fulfilled,2024-10-08T13:52:20,2024-10-08T13:52:20,2024-10-08T14:06:20,,,True,False,True,web,,/products/vitamin-d3,United Kingdom,GB,Birmingham,en,GBP,7797,2024-10-08T13:52:20
506798,#VIT6798,102834,customer_f8dd453091@icloud.com,GBP,True,93.96,93.96,0.0,93.96,15.66,0,420,paid,fulfilled,2024-10-08T20:35:11,2024-10-08T20:35:11,2024-10-08T20:45:11,,,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Leeds,en,GBP,7798,2024-10-08T20:35:11
506799,#VIT6799,103022,customer_710e3a3a02@mail.com,GBP,True,37.97,32.98,0.0,32.98,5.5,4.99,120,paid,fulfilled,2024-10-08T06:43:41,2024-10-08T06:43:41,2024-10-08T07:06:41,,,True,False,True,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Newcastle,en,GBP,7799,2024-10-08T06:43:41
506800,#VIT6800,103196,customer_fb5756aa2f@gmail.com,GBP,True,94.96,90.97,0.0,90.97,15.16,3.99,520,paid,fulfilled,2024-10-08T13:40:39,2024-10-08T13:40:39,2024-10-08T13:58:39,,,True,False,False,web,direct,/products/vitamin-d3,United Kingdom,GB,Cambridge,en,GBP,7800,2024-10-08T13:40:39
506801,#VIT6801,103241,customer_78b3226ec8@outlook.com,GBP,True,45.97,41.98,0.0,41.98,7.0,3.99,200,paid,fulfilled,2024-10-08T16:55:29,2024-10-08T16:55:29,2024-10-08T17:23:29,,,True,False,False,web,,/products/cbd-oil-10,United Kingdom,GB,Nottingham,en,GBP,7801,2024-10-08T16:55:29
506802,#VIT6802,103432,customer_bd945cf556@icloud.com,GBP,True,72.97,68.98,0.0,68.98,11.5,3.99,130,paid,fulfilled,2024-10-08T16:56:22,2024-10-08T16:56:22,2024-10-08T17:23:22,,,True,False,True,web,https://www.facebook.com/,/products/vitamin-d3,United Kingdom,GB,Cardiff,en,GBP,7802,2024-10-08T16:56:22
506803,#VIT6803,103890,customer_cd25c6a1d0@yahoo.co.uk,GBP,True,22.99,22.99,0.0,22.99,3.83,0,130,paid,fulfilled,2024-10-08T22:30:33,2024-10-08T22:30:33,2024-10-08T22:43:33,,,True,False,False,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Cardiff,en,GBP,7803,2024-10-08T22:30:33
506804,#VIT6804,104151,customer_0fa637f0ac@outlook.com,GBP,True,27.99,27.99,0.0,27.99,4.66,0,180,paid,fulfilled,2024-10-08T08:08:10,2024-10-08T08:08:10,2024-10-08T08:33:10,,,True,False,True,web,https://www.youtube.com/,/products/collagen,United Kingdom,GB,Cardiff,en,GBP,7804,2024-10-08T08:08:10
506805,#VIT6805,104186,customer_2ad9c3d09e@mail.com,GBP,True,29.99,29.99,10.0,39.99,5.0,0,280,paid,fulfilled,2024-10-08T13:33:39,2024-10-08T13:33:39,2024-10-08T13:50:39,,,True,False,False,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,London,en,GBP,7805,2024-10-08T13:33:39
506806,#VIT6806,105847,customer_80b1766237@hotmail.com,GBP,True,33.58,33.58,8.4,41.98,5.6,0,360,paid,fulfilled,2024-10-09T18:48:34,2024-10-09T18:48:34,2024-10-09T19:06:34,,,True,False,False,web,,/products/cbd-oil-10,United Kingdom,GB,Nottingham,en,GBP,7806,2024-10-09T18:48:34
506807,#VIT6807,105848,customer_f1e9837df2@icloud.com,GBP,True,134.98,134.98,0.0,134.98,22.5,0,270,paid,fulfilled,2024-10-09T22:35:11,2024-10-09T22:35:11,2024-10-09T22:44:11,,,True,False,False,web,direct,/products/cbd-oil-20,United Kingdom,GB,Edinburgh,en,GBP,7807,2024-10-09T22:35:11
506808,#VIT6808,105849,customer_2c716988ac@protonmail.com,GBP,True,22.23,17.24,5.75,22.99,2.87,4.99,130,paid,fulfilled,2024-10-09T19:56:02,2024-10-09T19:56:02,2024-10-09T19:59:02,,,True,False,True,web,,/products/cbd-gummies,United Kingdom,GB,Cardiff,en,GBP,7808,2024-10-09T19:56:02
506809,#VIT6809,105850,customer_2734a68148@hotmail.com,GBP,True,69.99,69.99,0.0,69.99,11.66,0,120,paid,fulfilled,2024-10-09T06:48:57,2024-10-09T06:48:57,2024-10-09T06:50:57,,,True,False,True,web,,/products/ashwagandha,United Kingdom,GB,Sheffield,en,GBP,7809,2024-10-09T06:48:57
506810,#VIT6810,105851,customer_14088449ea@yahoo.co.uk,GBP,True,39.99,39.99,10.0,49.99,6.67,0,50,paid,fulfilled,2024-10-09T06:51:38,2024-10-09T06:51:38,2024-10-09T07:15:38,,,True,False,False,web,,/products/collagen,United Kingdom,GB,Liverpool,en,GBP,7810,2024-10-09T06:51:38
506811,#VIT6811,105852,customer_346eafa9a4@protonmail.com,GBP,True,13.99,13.99,0.0,13.99,2.33,0,70,paid,fulfilled,2024-10-09T08:25:40,2024-10-09T08:25:40,2024-10-09T08:44:40,,,True,False,False,web,https://www.instagram.com/,/products/sleep-support,United Kingdom,GB,Newcastle,en,GBP,7811,2024-10-09T08:25:40
506812,#VIT6812,105853,customer_525b84f7df@protonmail.com,GBP,True,18.43,14.44,2.55,16.99,2.41,3.99,60,paid,fulfilled,2024-10-09T18:21:40,2024-10-09T18:21:40,2024-10-09T18:32:40,,,True,False,True,web,https://www.instagram.com/,/products/vitamin-d3,United Kingdom,GB,Cardiff,en,GBP,7812,2024-10-09T18:21:40
506813,#VIT6813,105854,customer_62c54c427f@gmail.com,GBP,True,29.99,29.99,0.0,29.99,5.0,0,50,paid,fulfilled,2024-10-09T17:25:37,2024-10-09T17:25:37,2024-10-09T17:51:37,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-oil-20,United Kingdom,GB,London,en,GBP,7813,2024-10-09T17:25:37
506814,#VIT6814,105855,customer_802a698472@hotmail.com,GBP,True,29.98,24.99,0.0,24.99,4.16,4.99,140,paid,fulfilled,2024-10-09T20:01:17,2024-10-09T20:01:17,2024-10-09T20:20:17,,,True,False,True,web,,/products/cbd-oil-20,United Kingdom,GB,Nottingham,en,GBP,7814,2024-10-09T20:01:17
506815,#VIT6815,105856,customer_e184cd17ea@protonmail.com,GBP,True,92.98,92.98,0.0,92.98,15.5,0,250,paid,fulfilled,2024-10-09T16:58:42,2024-10-09T16:58:42,2024-10-09T17:20:42,,,True,False,True,web,,/products/cbd-gummies,United Kingdom,GB,Cardiff,en,GBP,7815,2024-10-09T16:58:42
506816,#VIT6816,105857,customer_8a9264e64b@outlook.com,GBP,True,91.97,86.98,0.0,86.98,14.5,4.99,180,paid,fulfilled,2024-10-09T11:59:20,2024-10-09T11:59:20,2024-10-09T12:17:20,,,True,False,False,web,direct,/products/sleep-support,United Kingdom,GB,Birmingham,en,GBP,7816,2024-10-09T11:59:20
506817,#VIT6817,105858,customer_698354997a@outlook.com,GBP,True,21.13,16.14,2.85,18.99,2.69,4.99,80,paid,fulfilled,2024-10-09T15:43:46,2024-10-09T15:43:46,2024-10-09T16:01:46,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Leeds,en,GBP,7817,2024-10-09T15:43:46
506818,#VIT6818,105859,customer_685f2f14ce@gmail.com,GBP,True,45.03,45.03,7.95,52.98,7.5,0,330,paid,fulfilled,2024-10-09T09:49:58,2024-10-09T09:49:58,2024-10-09T10:03:58,,,True,False,True,web,direct,/products/collagen,United Kingdom,GB,Cambridge,en,GBP,7818,2024-10-09T09:49:58
506819,#VIT6819,105860,customer_5f3190c1e5@protonmail.com,GBP,True,135.96,131.97,33.0,164.97,21.99,3.99,480,paid,fulfilled,2024-10-09T20:21:46,2024-10-09T20:21:46,2024-10-09T20:29:46,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Cardiff,en,GBP,7819,2024-10-09T20:21:46
506820,#VIT6820,105861,customer_7b54ea5f62@protonmail.com,GBP,True,89.98,89.98,0.0,89.98,15.0,0,330,paid,fulfilled,2024-10-09T06:16:08,2024-10-09T06:16:08,2024-10-09T06:46:08,,,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Newcastle,en,GBP,7820,2024-10-09T06:16:08
506821,#VIT6821,105862,customer_5b8f1ce074@icloud.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,110,paid,fulfilled,2024-10-09T22:23:17,2024-10-09T22:23:17,2024-10-09T22:45:17,,,True,False,False,web,https://www.tiktok.com/,/products/collagen,United Kingdom,GB,Glasgow,en,GBP,7821,2024-10-09T22:23:17
506822,#VIT6822,105863,customer_0a4d50320b@mail.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,100,paid,fulfilled,2024-10-09T15:29:30,2024-10-09T15:29:30,2024-10-09T15:42:30,,,True,False,False,web,,/products/vitamin-d3,United Kingdom,GB,London,en,GBP,7822,2024-10-09T15:29:30
506823,#VIT6823,105864,customer_c06d578b95@icloud.com,GBP,True,54.98,54.98,0.0,54.98,9.16,0,280,paid,fulfilled,2024-10-09T09:37:52,2024-10-09T09:37:52,2024-10-09T10:00:52,,,True,False,True,web,,/products/cbd-oil-10,United Kingdom,GB,Nottingham,en,GBP,7823,2024-10-09T09:37:52
506824,#VIT6824,105865,customer_0a0babb2e5@outlook.com,GBP,True,25.49,25.49,4.5,29.99,4.25,0,50,paid,fulfilled,2024-10-09T10:55:12,2024-10-09T10:55:12,2024-10-09T11:23:12,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Edinburgh,en,GBP,7824,2024-10-09T10:55:12
506825,#VIT6825,105866,customer_9266b75d9b@icloud.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,60,paid,fulfilled,2024-10-09T14:24:21,2024-10-09T14:24:21,2024-10-09T14:27:21,,,True,False,False,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Edinburgh,en,GBP,7825,2024-10-09T14:24:21
506826,#VIT6826,105867,customer_4c67a08b54@protonmail.com,GBP,True,92.98,92.98,0.0,92.98,15.5,0,250,paid,fulfilled,2024-10-09T18:05:24,2024-10-09T18:05:24,2024-10-09T18:35:24,,,True,False,False,web,https://www.youtube.com/,/products/sleep-support,United Kingdom,GB,Birmingham,en,GBP,7826,2024-10-09T18:05:24
