id,email,first_name,last_name,order_count,total_spent,state,currency,verified_email,accepts_marketing,email_marketing_consent_state,created_at,_weld_synced
101670,customer_338590ddb3@icloud.com,Customer,101670,5,227.4,enabled,GBP,True,True,subscribed,2024-07-27 22:32:00,
101671,customer_05ded36694@hotmail.com,Customer,101671,8,559.82,enabled,GBP,True,True,subscribed,2024-07-27 15:34:00,
101672,customer_2b24c9a96a@outlook.com,Customer,101672,1,0,enabled,GBP,True,False,not_subscribed,2024-07-27 11:51:00,
101673,customer_149b75369c@outlook.com,Customer,101673,1,59.98,enabled,GBP,True,True,subscribed,2024-07-27 20:56:00,
101674,customer_e606caaffd@gmail.com,Customer,101674,2,50.47,enabled,GBP,True,False,not_subscribed,2024-07-27 19:19:00,
101675,customer_fb3f8ebaad@icloud.com,Customer,101675,5,163.95,enabled,GBP,True,False,not_subscribed,2024-07-27 09:58:00,
101676,customer_7d45c24f0c@yahoo.co.uk,Customer,101676,2,153.95,enabled,GBP,True,True,subscribed,2024-07-27 09:35:00,
101677,customer_3b81bf6fe1@gmail.com,Customer,101677,1,37.99,enabled,GBP,True,False,not_subscribed,2024-07-27 12:03:00,
101678,customer_c3d4543d92@yahoo.co.uk,Customer,101678,5,205.42,enabled,GBP,True,False,not_subscribed,2024-07-27 09:22:00,
101679,customer_e5fc87da72@mail.com,Customer,101679,6,326.92,enabled,GBP,True,False,not_subscribed,2024-07-27 11:56:00,
101680,customer_0b41d0bbb7@icloud.com,Customer,101680,2,184.96,enabled,GBP,True,True,subscribed,2024-07-27 14:59:00,
101681,customer_21f5ea3af0@yahoo.co.uk,Customer,101681,2,79.98,enabled,GBP,True,True,subscribed,2024-07-27 10:56:00,
101682,customer_37a7704489@hotmail.com,Customer,101682,1,0,enabled,GBP,True,False,not_subscribed,2024-07-27 18:11:00,
101683,customer_d5f470a7f4@gmail.com,Customer,101683,3,148.69,enabled,GBP,True,False,not_subscribed,2024-07-27 13:49:00,
101684,customer_482772933b@hotmail.com,Customer,101684,1,49.98,enabled,GBP,True,False,not_subscribed,2024-07-27 13:59:00,
101685,customer_8c973b933c@hotmail.com,Customer,101685,3,58.37,enabled,GBP,True,False,not_subscribed,2024-07-27 11:15:00,
101686,customer_d2c1d1d4c7@gmail.com,Customer,101686,1,47.98,enabled,GBP,True,True,subscribed,2024-07-27 20:30:00,
101687,customer_5aaf8443a6@yahoo.co.uk,Customer,101687,3,116.96,enabled,GBP,True,True,subscribed,2024-07-27 12:41:00,
101688,customer_4f68d6a8a0@protonmail.com,Customer,101688,2,69.95,enabled,GBP,True,False,not_subscribed,2024-07-27 23:31:00,
101689,customer_fcc3267ecf@outlook.com,Customer,101689,1,69.98,enabled,GBP,True,False,not_subscribed,2024-07-27 18:58:00,
101690,customer_e33f379473@icloud.com,Customer,101690,3,198.93,enabled,GBP,True,True,subscribed,2024-07-27 21:31:00,
101691,customer_bb0dce758b@outlook.com,Customer,101691,2,106.96,enabled,GBP,True,True,subscribed,2024-07-27 16:11:00,
101692,customer_d06537ab9d@gmail.com,Customer,101692,2,32.98,enabled,GBP,True,False,not_subscribed,2024-07-27 06:15:00,
101693,customer_2e712385ea@mail.com,Customer,101693,4,304.91,enabled,GBP,True,False,not_subscribed,2024-07-27 17:54:00,
101694,customer_3529f53259@mail.com,Customer,101694,2,145.93,enabled,GBP,True,False,not_subscribed,2024-07-27 21:58:00,
101695,customer_4cb8a009b2@mail.com,Customer,101695,2,72.97,enabled,GBP,True,False,not_subscribed,2024-07-27 10:22:00,
101696,customer_f5805071a4@hotmail.com,Customer,101696,2,343.93,enabled,GBP,True,True,subscribed,2024-07-27 08:27:00,
101697,customer_d10a92ceb8@icloud.com,Customer,101697,3,267.94,enabled,GBP,True,False,not_subscribed,2024-07-27 12:37:00,
101698,customer_51e9cc0345@outlook.com,Customer,101698,1,127.97,enabled,GBP,True,False,not_subscribed,2024-07-27 13:37:00,
101699,customer_c1b58393a8@yahoo.co.uk,Customer,101699,1,144.97,enabled,GBP,True,False,not_subscribed,2024-07-27 23:42:00,
101700,customer_ae424762d5@mail.com,Customer,101700,4,133.44,enabled,GBP,True,False,not_subscribed,2024-07-27 22:36:00,
101701,customer_64551e2b0c@yahoo.co.uk,Customer,101701,2,189.95,enabled,GBP,True,True,subscribed,2024-07-27 11:49:00,
101702,customer_ef28bf1a8b@mail.com,Customer,101702,3,191.94,enabled,GBP,True,True,subscribed,2024-07-28 19:58:00,
101703,customer_91e26b78b3@protonmail.com,Customer,101703,3,186.93,enabled,GBP,True,False,not_subscribed,2024-07-28 11:30:00,
101704,customer_0173b9743f@hotmail.com,Customer,101704,2,39.99,enabled,GBP,True,False,not_subscribed,2024-07-28 20:11:00,
101705,customer_1847d3ff22@yahoo.co.uk,Customer,101705,2,114.95,enabled,GBP,True,False,not_subscribed,2024-07-28 14:40:00,
101706,customer_e8fa4a5d7f@outlook.com,Customer,101706,2,71.96,enabled,GBP,True,False,not_subscribed,2024-07-28 19:25:00,
101707,customer_11e9af4389@hotmail.com,Customer,101707,2,131.71,enabled,GBP,True,True,subscribed,2024-07-28 18:05:00,
101708,customer_a6396f20a1@mail.com,Customer,101708,4,116.2,enabled,GBP,True,False,not_subscribed,2024-07-28 22:25:00,
101709,customer_9587f3594e@outlook.com,Customer,101709,5,426.88,enabled,GBP,True,False,not_subscribed,2024-07-28 22:44:00,
101710,customer_6b2750767b@icloud.com,Customer,101710,6,188.45,enabled,GBP,True,False,not_subscribed,2024-07-28 11:17:00,
101711,customer_881b67fe05@hotmail.com,Customer,101711,3,186.96,enabled,GBP,True,False,not_subscribed,2024-07-28 06:48:00,
101712,customer_f009f69b0b@mail.com,Customer,101712,3,115.96,enabled,GBP,True,False,not_subscribed,2024-07-28 17:05:00,
101713,customer_ae42bc58f5@protonmail.com,Customer,101713,3,38.12,enabled,GBP,True,True,subscribed,2024-07-28 16:26:00,
101714,customer_e72a636efc@hotmail.com,Customer,101714,2,88.96,enabled,GBP,True,True,subscribed,2024-07-28 14:03:00,
101715,customer_90758be1b6@yahoo.co.uk,Customer,101715,1,59.77,enabled,GBP,True,False,not_subscribed,2024-07-28 13:55:00,
101716,customer_8a8dabaf0c@gmail.com,Customer,101716,3,191.16,enabled,GBP,True,True,subscribed,2024-07-28 09:25:00,
101717,customer_06cd416767@outlook.com,Customer,101717,3,191.94,enabled,GBP,True,True,subscribed,2024-07-28 19:37:00,
101718,customer_fdab5e9e2f@mail.com,Customer,101718,2,134.98,enabled,GBP,True,True,subscribed,2024-07-28 12:31:00,
101719,customer_dc8c047842@mail.com,Customer,101719,1,57.77,enabled,GBP,True,False,not_subscribed,2024-07-28 13:40:00,
101720,customer_8d72aa6365@gmail.com,Customer,101720,2,127.96,enabled,GBP,True,False,not_subscribed,2024-07-28 08:49:00,
101721,customer_d19d7cd51d@mail.com,Customer,101721,5,276.59,enabled,GBP,True,True,subscribed,2024-07-28 06:04:00,
101722,customer_573e3360e3@mail.com,Customer,101722,3,365.9,enabled,GBP,True,True,subscribed,2024-07-28 17:11:00,
101723,customer_787b6e9d49@yahoo.co.uk,Customer,101723,1,16.99,enabled,GBP,True,False,not_subscribed,2024-07-28 09:23:00,
101724,customer_b205a983b6@yahoo.co.uk,Customer,101724,1,27.99,enabled,GBP,True,True,subscribed,2024-07-28 13:52:00,
101725,customer_cdf4a5ac1a@protonmail.com,Customer,101725,4,420.89,enabled,GBP,True,False,not_subscribed,2024-07-28 12:43:00,
101726,customer_666b9ed073@icloud.com,Customer,101726,4,214.94,enabled,GBP,True,False,not_subscribed,2024-07-28 23:11:00,
101727,customer_b5b123e010@yahoo.co.uk,Customer,101727,3,136.92,enabled,GBP,True,False,not_subscribed,2024-07-28 13:07:00,
101728,customer_ad757ee1b1@outlook.com,Customer,101728,3,141.97,enabled,GBP,True,False,not_subscribed,2024-07-28 11:02:00,
101729,customer_4729261227@hotmail.com,Customer,101729,2,47.96,enabled,GBP,True,True,subscribed,2024-07-28 06:57:00,
101730,customer_c42cd9a801@protonmail.com,Customer,101730,2,202.94,enabled,GBP,True,True,subscribed,2024-07-28 20:31:00,
101731,customer_d31683c161@icloud.com,Customer,101731,2,58.97,enabled,GBP,True,True,subscribed,2024-07-28 06:00:00,
101732,customer_2ea2affb12@protonmail.com,Customer,101732,1,19.98,enabled,GBP,True,False,not_subscribed,2024-07-28 08:29:00,
101733,customer_14aebfd228@yahoo.co.uk,Customer,101733,3,132.97,enabled,GBP,True,True,subscribed,2024-07-28 11:18:00,
101734,customer_390998c78a@hotmail.com,Customer,101734,1,192.96,enabled,GBP,True,False,not_subscribed,2024-07-28 12:50:00,
101735,customer_a069c87ad4@outlook.com,Customer,101735,2,96.96,enabled,GBP,True,False,not_subscribed,2024-07-28 09:23:00,
101736,customer_028309951c@icloud.com,Customer,101736,2,125.96,enabled,GBP,True,True,subscribed,2024-07-29 19:30:00,
101737,customer_7ef519a769@gmail.com,Customer,101737,2,107.96,enabled,GBP,True,False,not_subscribed,2024-07-29 15:20:00,
101738,customer_ba43d6a0a9@yahoo.co.uk,Customer,101738,2,62.02,enabled,GBP,True,True,subscribed,2024-07-29 17:28:00,
101739,customer_dc7357a8f2@hotmail.com,Customer,101739,2,198.94,enabled,GBP,True,False,not_subscribed,2024-07-29 22:34:00,
101740,customer_f53add8fb0@yahoo.co.uk,Customer,101740,1,19.99,enabled,GBP,True,False,not_subscribed,2024-07-29 19:41:00,
101741,customer_e3567be83f@gmail.com,Customer,101741,2,79.98,enabled,GBP,True,False,not_subscribed,2024-07-29 09:52:00,
101742,customer_04e9769f1f@mail.com,Customer,101742,5,309.44,enabled,GBP,True,False,not_subscribed,2024-07-29 09:52:00,
101743,customer_4edffa6aa0@outlook.com,Customer,101743,2,75.96,enabled,GBP,True,False,not_subscribed,2024-07-29 13:50:00,
101744,customer_204ad34915@gmail.com,Customer,101744,3,82.46,enabled,GBP,True,False,not_subscribed,2024-07-29 16:29:00,
101745,customer_f037b85530@outlook.com,Customer,101745,3,129.44,enabled,GBP,True,False,not_subscribed,2024-07-29 07:41:00,
101746,customer_ea00442a99@mail.com,Customer,101746,2,189.94,enabled,GBP,True,False,not_subscribed,2024-07-29 23:00:00,
101747,customer_afc6740d33@icloud.com,Customer,101747,2,148.21,enabled,GBP,True,False,not_subscribed,2024-07-29 12:04:00,
101748,customer_81b0d6efb3@outlook.com,Customer,101748,1,91.96,enabled,GBP,True,True,subscribed,2024-07-29 16:44:00,
101749,customer_01bf7d3741@hotmail.com,Customer,101749,3,124.44,enabled,GBP,True,False,not_subscribed,2024-07-29 22:27:00,
101750,customer_47f817fcfd@hotmail.com,Customer,101750,3,135.94,enabled,GBP,True,False,not_subscribed,2024-07-29 17:24:00,
101751,customer_14effd4c68@yahoo.co.uk,Customer,101751,2,182.69,enabled,GBP,True,True,subscribed,2024-07-29 23:36:00,
101752,customer_00881d620e@hotmail.com,Customer,101752,1,34.99,enabled,GBP,True,True,subscribed,2024-07-29 10:17:00,
101753,customer_985cb6b814@hotmail.com,Customer,101753,3,146.96,enabled,GBP,True,False,not_subscribed,2024-07-29 08:20:00,
101754,customer_e01d99d462@protonmail.com,Customer,101754,1,211.96,enabled,GBP,True,False,not_subscribed,2024-07-29 21:54:00,
101755,customer_db72824ef8@yahoo.co.uk,Customer,101755,1,169.96,enabled,GBP,True,False,not_subscribed,2024-07-29 18:12:00,
101756,customer_e26fc2b0de@protonmail.com,Customer,101756,4,235.9,enabled,GBP,True,True,subscribed,2024-07-29 12:51:00,
101757,customer_a346b2c590@protonmail.com,Customer,101757,3,202.45,enabled,GBP,True,True,subscribed,2024-07-29 10:29:00,
101758,customer_f925d889c4@icloud.com,Customer,101758,1,26.99,enabled,GBP,True,True,subscribed,2024-07-29 18:49:00,
101759,customer_06e92dcdda@icloud.com,Customer,101759,3,186.91,enabled,GBP,True,False,not_subscribed,2024-07-29 18:37:00,
101760,customer_51db5ac9be@hotmail.com,Customer,101760,1,31.98,enabled,GBP,True,False,not_subscribed,2024-07-29 21:26:00,
101761,customer_1d6c2868ca@yahoo.co.uk,Customer,101761,2,86.94,enabled,GBP,True,True,subscribed,2024-07-29 21:01:00,
101762,customer_c1db53092e@protonmail.com,Customer,101762,2,70.47,enabled,GBP,True,False,not_subscribed,2024-07-29 14:30:00,
101763,customer_f8e5c311c5@mail.com,Customer,101763,2,153.57,enabled,GBP,True,True,subscribed,2024-07-29 11:26:00,
101764,customer_06c1eae8a9@mail.com,Customer,101764,1,69.99,enabled,GBP,True,False,not_subscribed,2024-07-29 12:58:00,
101765,customer_4f3c822292@yahoo.co.uk,Customer,101765,2,172.97,enabled,GBP,True,False,not_subscribed,2024-07-29 14:05:00,
101766,customer_17f759e567@yahoo.co.uk,Customer,101766,4,89.96,enabled,GBP,True,False,not_subscribed,2024-07-29 13:08:00,
101767,customer_c2f2c401ae@mail.com,Customer,101767,2,179.97,enabled,GBP,True,False,not_subscribed,2024-07-29 18:11:00,
101768,customer_81b42d9a5f@hotmail.com,Customer,101768,2,175.94,enabled,GBP,True,False,not_subscribed,2024-07-29 09:58:00,
101769,customer_6215a5586f@hotmail.com,Customer,101769,3,347.4,enabled,GBP,True,True,subscribed,2024-07-29 14:04:00,
101770,customer_0667339451@hotmail.com,Customer,101770,3,139.97,enabled,GBP,True,False,not_subscribed,2024-07-29 23:57:00,
101771,customer_2139022da2@yahoo.co.uk,Customer,101771,2,350.43,enabled,GBP,True,False,not_subscribed,2024-07-29 08:16:00,
101772,customer_c26cbb9457@yahoo.co.uk,Customer,101772,2,50.47,enabled,GBP,True,True,subscribed,2024-07-29 17:25:00,
101773,customer_df6be46416@yahoo.co.uk,Customer,101773,2,240.93,enabled,GBP,True,True,subscribed,2024-07-29 22:09:00,
101774,customer_bb6e58bdfe@protonmail.com,Customer,101774,1,69.99,enabled,GBP,True,True,subscribed,2024-07-29 15:55:00,
101775,customer_029591145f@outlook.com,Customer,101775,1,203.95,enabled,GBP,True,True,subscribed,2024-07-29 23:24:00,
101776,customer_ff40950679@mail.com,Customer,101776,1,22.99,enabled,GBP,True,True,subscribed,2024-07-29 22:37:00,
101777,customer_d25a85ff47@gmail.com,Customer,101777,3,221.94,enabled,GBP,True,False,not_subscribed,2024-07-29 12:09:00,
101778,customer_4fd26646b7@gmail.com,Customer,101778,2,85.76,enabled,GBP,True,False,not_subscribed,2024-07-29 22:26:00,
101779,customer_d35f913ca5@icloud.com,Customer,101779,2,74.46,enabled,GBP,True,False,not_subscribed,2024-07-29 16:24:00,
101780,customer_a35e39e3f7@hotmail.com,Customer,101780,1,44.98,enabled,GBP,True,False,not_subscribed,2024-07-29 20:24:00,
101781,customer_5f094374bc@mail.com,Customer,101781,4,251.67,enabled,GBP,True,False,not_subscribed,2024-07-29 23:11:00,
101782,customer_062aaeb24e@mail.com,Customer,101782,1,13.99,enabled,GBP,True,False,not_subscribed,2024-07-29 17:34:00,
101783,customer_d64a161113@mail.com,Customer,101783,3,211.7,enabled,GBP,True,False,not_subscribed,2024-07-29 15:25:00,
101784,customer_1900c1289d@yahoo.co.uk,Customer,101784,2,89.96,enabled,GBP,True,False,not_subscribed,2024-07-29 18:13:00,
101785,customer_2da7f8ac4a@gmail.com,Customer,101785,2,117.96,enabled,GBP,True,True,subscribed,2024-07-29 23:18:00,
101786,customer_fe67d20826@yahoo.co.uk,Customer,101786,2,153.96,enabled,GBP,True,True,subscribed,2024-07-29 18:57:00,
101787,customer_2c99cb247f@yahoo.co.uk,Customer,101787,3,67.95,enabled,GBP,True,False,not_subscribed,2024-07-29 12:44:00,
101788,customer_330a20941b@gmail.com,Customer,101788,1,49.48,enabled,GBP,True,True,subscribed,2024-07-29 22:52:00,
101789,customer_1411476cc8@protonmail.com,Customer,101789,3,95.96,enabled,GBP,True,False,not_subscribed,2024-07-29 21:18:00,
101790,customer_6e777acf2b@outlook.com,Customer,101790,2,100.96,enabled,GBP,True,False,not_subscribed,2024-07-29 13:16:00,
101791,customer_58ae3b6ad9@mail.com,Customer,101791,2,143.23,enabled,GBP,True,False,not_subscribed,2024-07-29 07:14:00,
101792,customer_a7bea1d0cc@protonmail.com,Customer,101792,2,114.93,enabled,GBP,True,True,subscribed,2024-07-29 09:24:00,
101793,customer_42a1b84da6@outlook.com,Customer,101793,3,208.94,enabled,GBP,True,False,not_subscribed,2024-07-29 11:48:00,
101794,customer_4abc9add23@hotmail.com,Customer,101794,3,275.43,enabled,GBP,True,False,not_subscribed,2024-07-29 16:19:00,
101795,customer_29ac196ae7@icloud.com,Customer,101795,1,132.98,enabled,GBP,True,False,not_subscribed,2024-07-29 16:29:00,
101796,customer_54f82b47d7@outlook.com,Customer,101796,3,227.94,enabled,GBP,True,False,not_subscribed,2024-07-29 10:10:00,
101797,customer_3c87dddc57@mail.com,Customer,101797,3,244.97,enabled,GBP,True,True,subscribed,2024-07-29 09:40:00,
101798,,Customer,101798,1,82.49,enabled,GBP,False,False,not_subscribed,2024-07-29 15:33:00,
101799,customer_0be779dca2@protonmail.com,Customer,101799,1,51.97,enabled,GBP,True,True,subscribed,2024-07-29 19:47:00,
101800,customer_c21cf5e910@gmail.com,Customer,101800,2,85.26,enabled,GBP,True,False,not_subscribed,2024-07-29 11:55:00,
101801,customer_714c04dedb@outlook.com,Customer,101801,2,61.87,enabled,GBP,True,True,subscribed,2024-07-29 06:40:00,
101802,customer_e7240b5a0b@protonmail.com,Customer,101802,1,21.98,enabled,GBP,True,True,subscribed,2024-07-29 16:12:00,
101803,customer_3ed6895f80@gmail.com,Customer,101803,2,241.93,enabled,GBP,True,False,not_subscribed,2024-07-29 18:57:00,
101804,customer_3edbdb1263@hotmail.com,Customer,101804,2,89.96,enabled,GBP,True,False,not_subscribed,2024-07-29 08:01:00,
101805,customer_fbbd5c9acd@icloud.com,Customer,101805,2,80.97,enabled,GBP,True,False,not_subscribed,2024-07-29 23:18:00,
101806,customer_c354041dd9@yahoo.co.uk,Customer,101806,1,159.98,enabled,GBP,True,False,not_subscribed,2024-07-29 10:58:00,
101807,customer_8fe13b0ee1@mail.com,Customer,101807,6,296.87,enabled,GBP,True,True,subscribed,2024-07-29 11:58:00,
101808,customer_0f64773a2e@yahoo.co.uk,Customer,101808,5,348.9,enabled,GBP,True,True,subscribed,2024-07-29 22:36:00,
101809,customer_30d3ea0723@hotmail.com,Customer,101809,2,190.93,enabled,GBP,True,True,subscribed,2024-07-29 06:29:00,
101810,customer_67c1fe3abc@yahoo.co.uk,Customer,101810,2,147.95,enabled,GBP,True,True,subscribed,2024-07-30 19:08:00,
101811,customer_769788ade0@outlook.com,Customer,101811,1,49.99,enabled,GBP,True,False,not_subscribed,2024-07-30 20:18:00,
101812,customer_48963f83c2@icloud.com,Customer,101812,1,109.99,enabled,GBP,True,False,not_subscribed,2024-07-30 22:55:00,
101813,customer_0af033b38f@hotmail.com,Customer,101813,3,149.95,enabled,GBP,True,False,not_subscribed,2024-07-30 18:34:00,
101814,customer_c7c3fc1bf6@outlook.com,Customer,101814,1,113.97,enabled,GBP,True,False,not_subscribed,2024-07-30 15:37:00,
101815,customer_5721805a40@hotmail.com,Customer,101815,1,22.49,enabled,GBP,True,False,not_subscribed,2024-07-30 14:38:00,
101816,customer_5ab8bf3c4f@yahoo.co.uk,Customer,101816,2,38.72,enabled,GBP,True,False,not_subscribed,2024-07-30 19:31:00,
101817,customer_55506501e2@yahoo.co.uk,Customer,101817,2,114.95,enabled,GBP,True,False,not_subscribed,2024-07-30 18:26:00,
101818,customer_38f4c254cf@icloud.com,Customer,101818,5,279.83,enabled,GBP,True,False,not_subscribed,2024-07-30 06:58:00,
101819,customer_ac3a18e13d@protonmail.com,Customer,101819,2,48.78,enabled,GBP,True,True,subscribed,2024-07-30 19:57:00,
101820,customer_488d261913@mail.com,Customer,101820,4,203.03,enabled,GBP,True,False,not_subscribed,2024-07-30 11:02:00,
101821,customer_2fd0adbb9d@protonmail.com,Customer,101821,1,16.99,enabled,GBP,True,True,subscribed,2024-07-30 12:55:00,
101822,customer_ef058f2d4e@gmail.com,Customer,101822,2,152.94,enabled,GBP,True,False,not_subscribed,2024-07-30 16:15:00,
101823,customer_f1d7360f31@icloud.com,Customer,101823,1,24.99,enabled,GBP,True,False,not_subscribed,2024-07-30 23:14:00,
101824,customer_6d4e30c6e8@hotmail.com,Customer,101824,5,296.95,enabled,GBP,True,True,subscribed,2024-07-30 09:32:00,
101825,,Customer,101825,2,84.96,enabled,GBP,False,False,not_subscribed,2024-07-30 18:25:00,
101826,customer_58ba92bb04@yahoo.co.uk,Customer,101826,3,199.92,enabled,GBP,True,False,not_subscribed,2024-07-30 13:27:00,
101827,customer_9ed2f5fc2a@gmail.com,Customer,101827,5,606.85,enabled,GBP,True,True,subscribed,2024-07-30 13:32:00,
101828,customer_eb34f5dbc8@icloud.com,Customer,101828,4,125.94,enabled,GBP,True,False,not_subscribed,2024-07-30 17:12:00,
101829,customer_2a3c527a94@mail.com,Customer,101829,1,23.79,enabled,GBP,True,True,subscribed,2024-07-30 13:36:00,
101830,customer_b48ae48b9c@hotmail.com,Customer,101830,2,56.96,enabled,GBP,True,False,not_subscribed,2024-07-30 21:15:00,
101831,customer_a9ac4c2c3c@hotmail.com,Customer,101831,1,18.74,enabled,GBP,True,True,subscribed,2024-07-30 08:01:00,
101832,customer_761216bf07@gmail.com,Customer,101832,1,39.99,enabled,GBP,True,False,not_subscribed,2024-07-30 22:26:00,
101833,customer_8cc29eac3a@outlook.com,Customer,101833,2,79.98,enabled,GBP,True,True,subscribed,2024-07-30 17:03:00,
101834,customer_a3c81c6225@yahoo.co.uk,Customer,101834,3,234.53,enabled,GBP,True,True,subscribed,2024-07-30 19:58:00,
101835,customer_e20864461d@yahoo.co.uk,Customer,101835,1,28.97,enabled,GBP,True,True,subscribed,2024-07-30 15:55:00,
101836,customer_826705142e@icloud.com,Customer,101836,3,167.96,enabled,GBP,True,False,not_subscribed,2024-07-30 10:09:00,
101837,customer_f3a854fb42@gmail.com,Customer,101837,3,195.95,enabled,GBP,True,False,not_subscribed,2024-07-30 23:44:00,
101838,customer_73eeacf865@outlook.com,Customer,101838,1,26.99,enabled,GBP,True,False,not_subscribed,2024-07-30 09:50:00,
101839,customer_2378677b42@outlook.com,Customer,101839,1,19.98,enabled,GBP,True,True,subscribed,2024-07-30 10:04:00,
101840,customer_84d9891225@gmail.com,Customer,101840,4,160.94,enabled,GBP,True,True,subscribed,2024-07-30 16:55:00,
101841,customer_7825c20b5d@icloud.com,Customer,101841,3,104.95,enabled,GBP,True,False,not_subscribed,2024-07-30 21:59:00,
101842,customer_686997851b@protonmail.com,Customer,101842,5,193.94,enabled,GBP,True,True,subscribed,2024-07-30 22:04:00,
101843,customer_68246f219b@outlook.com,Customer,101843,1,127.96,enabled,GBP,True,False,not_subscribed,2024-07-30 17:11:00,
101844,customer_d43da0b54c@outlook.com,Customer,101844,3,285.41,enabled,GBP,True,True,subscribed,2024-07-30 19:59:00,
101845,customer_0840f040f7@yahoo.co.uk,Customer,101845,4,156.95,enabled,GBP,True,False,not_subscribed,2024-07-30 19:35:00,
101846,customer_01b0bad950@mail.com,Customer,101846,2,152.97,enabled,GBP,True,True,subscribed,2024-07-30 11:07:00,
101847,customer_7f061abf51@yahoo.co.uk,Customer,101847,1,95.96,enabled,GBP,True,True,subscribed,2024-07-30 21:12:00,
101848,customer_d52abbcfc3@outlook.com,Customer,101848,2,84.96,enabled,GBP,True,False,not_subscribed,2024-07-30 08:59:00,
101849,customer_e00b14d712@gmail.com,Customer,101849,2,126.97,enabled,GBP,True,True,subscribed,2024-07-30 12:39:00,
101850,,Customer,101850,3,105.45,enabled,GBP,False,False,not_subscribed,2024-07-30 10:01:00,
101851,customer_1ed8749f23@mail.com,Customer,101851,2,142.94,enabled,GBP,True,True,subscribed,2024-07-30 18:11:00,
101852,customer_b5cc399fa4@gmail.com,Customer,101852,1,104.98,enabled,GBP,True,True,subscribed,2024-07-30 11:41:00,
101853,customer_c1b1169e51@icloud.com,Customer,101853,3,102.97,enabled,GBP,True,False,not_subscribed,2024-07-30 16:57:00,
101854,customer_700159ef59@protonmail.com,Customer,101854,4,176.94,enabled,GBP,True,False,not_subscribed,2024-07-30 23:53:00,
101855,customer_548e1e31de@yahoo.co.uk,Customer,101855,1,14.99,enabled,GBP,True,True,subscribed,2024-07-30 11:29:00,
101856,customer_18054ce7d6@hotmail.com,Customer,101856,3,188.94,enabled,GBP,True,True,subscribed,2024-07-30 11:09:00,
101857,customer_55fecb7edb@yahoo.co.uk,Customer,101857,2,49.97,enabled,GBP,True,False,not_subscribed,2024-07-30 10:36:00,
101858,customer_aec7373e20@mail.com,Customer,101858,4,157.31,enabled,GBP,True,False,not_subscribed,2024-07-30 16:16:00,
101859,customer_3c52a0fdc5@protonmail.com,Customer,101859,2,340.94,enabled,GBP,True,True,subscribed,2024-07-30 13:35:00,
101860,customer_3fd5958921@hotmail.com,Customer,101860,2,102.21,enabled,GBP,True,False,not_subscribed,2024-07-30 21:49:00,
101861,customer_4e2ef4f4d0@protonmail.com,Customer,101861,3,129.94,enabled,GBP,True,True,subscribed,2024-07-30 08:32:00,
101862,customer_36edd07c04@hotmail.com,Customer,101862,2,12.99,enabled,GBP,True,False,not_subscribed,2024-07-30 14:29:00,
101863,customer_b9fbcb9d6d@mail.com,Customer,101863,2,228.94,enabled,GBP,True,True,subscribed,2024-07-30 11:47:00,
101864,customer_7eb36cd312@yahoo.co.uk,Customer,101864,4,242.96,enabled,GBP,True,False,not_subscribed,2024-07-30 18:26:00,
101865,customer_954561c6b6@yahoo.co.uk,Customer,101865,3,91.94,enabled,GBP,True,False,not_subscribed,2024-07-30 21:53:00,
101866,customer_5ace702e96@protonmail.com,Customer,101866,1,26.98,enabled,GBP,True,False,not_subscribed,2024-07-31 11:32:00,
101867,customer_75d6880ae8@outlook.com,Customer,101867,7,616.06,enabled,GBP,True,True,subscribed,2024-07-31 23:36:00,
101868,customer_8b3addd4b2@mail.com,Customer,101868,3,275.93,enabled,GBP,True,True,subscribed,2024-07-31 18:54:00,
101869,customer_b960c6ee5b@icloud.com,Customer,101869,2,70.94,enabled,GBP,True,False,not_subscribed,2024-07-31 08:56:00,
101870,customer_5a16aa75ff@gmail.com,Customer,101870,1,57.98,enabled,GBP,True,False,not_subscribed,2024-07-31 15:46:00,
101871,customer_48548c5057@icloud.com,Customer,101871,3,69.95,enabled,GBP,True,True,subscribed,2024-07-31 14:24:00,
101872,customer_af367f62fd@outlook.com,Customer,101872,2,77.97,enabled,GBP,True,False,not_subscribed,2024-07-31 23:49:00,
101873,customer_b4be5cb8d2@yahoo.co.uk,Customer,101873,1,20.98,enabled,GBP,True,True,subscribed,2024-07-31 11:40:00,
101874,customer_58bac1cfcc@icloud.com,Customer,101874,1,87.98,enabled,GBP,True,False,not_subscribed,2024-07-31 20:38:00,
101875,customer_f8c1e3af20@gmail.com,Customer,101875,3,323.17,enabled,GBP,True,True,subscribed,2024-07-31 23:03:00,
101876,customer_89b9090adf@protonmail.com,Customer,101876,2,77.97,enabled,GBP,True,True,subscribed,2024-07-31 06:39:00,
101877,customer_3861d095df@protonmail.com,Customer,101877,3,66.26,enabled,GBP,True,False,not_subscribed,2024-07-31 14:16:00,
101878,customer_babfdcacff@icloud.com,Customer,101878,4,240.31,enabled,GBP,True,False,not_subscribed,2024-07-31 07:52:00,
101879,customer_e7e1be2ae5@icloud.com,Customer,101879,2,83.69,enabled,GBP,True,True,subscribed,2024-07-31 13:12:00,
101880,customer_d6367c75ef@hotmail.com,Customer,101880,1,77.98,enabled,GBP,True,False,not_subscribed,2024-07-31 23:24:00,
101881,customer_cb8c905bfc@protonmail.com,Customer,101881,2,98.97,enabled,GBP,True,False,not_subscribed,2024-07-31 10:24:00,
